0	HAM	2.586916830564723978484275461E-15
1	HAM	3.017911015872874613181351714E-38
2	HAM	6.491819220343290243591327741E-9
3	HAM	0.0001601857561920500500187424168
4	SPAM	0.9999987011330367440628868579
5	HAM	1.002687861758186237492923323E-26
6	HAM	6.871309272501141772257561516E-41
7	HAM	6.791485408218885442105646411E-37
8	HAM	3.848743650858139452409231056E-18
9	SPAM	0.9999999999998588775744098496
10	HAM	5.444809995953592575207755834E-17
11	SPAM	0.9689851768474877298581290177
12	HAM	7.279191877181815100477392349E-39
13	HAM	8.113244566365672290767149068E-56
14	SPAM	0.9999909746779762750563281522
15	HAM	1.307491614128378920363846494E-34
16	HAM	2.066950177322022310187827709E-34
17	SPAM	0.9999800606139899955968660903
18	HAM	0.000006489810540276688438354426184
19	HAM	6.632980006702844325418115773E-8
20	HAM	0.01282361433601061990729644084
21	HAM	9.825849639391474213748413017E-9
22	HAM	3.853644278271786136779598747E-45
23	HAM	7.942394258275168589491645489E-45
24	SPAM	0.9999999999998260789083764200
25	HAM	1.902401034398461269692546284E-9
26	HAM	3.284789833245572621081213381E-7
27	HAM	8.381727727907992258049187961E-33
28	HAM	7.131587359285339044438587600E-40
29	HAM	0.006749995644012769546974956958
30	HAM	0.1625136427531498214664836577
31	SPAM	0.9984600898576618467552434810
32	HAM	7.267921290091948936740258965E-28
33	HAM	6.074187073146306215529953983E-70
34	SPAM	0.9999999992226258894215787660
35	HAM	1.442623564227942969115560617E-49
36	HAM	3.358792611141650689170928243E-60
37	SPAM	0.9999999993472976093441325378
38	HAM	2.878878482414353832335745982E-63
39	HAM	3.025977185596706568024008479E-38
40	HAM	5.692312706123386689043197205E-14
41	HAM	0.004458180431230840785254412668
42	SPAM	0.9999999998875161763772536204
43	HAM	2.201562170626249114618844741E-24
44	HAM	4.519140457509400427807176040E-40
45	HAM	0.1532411683773120669665431403
46	HAM	3.331192477218172185556952666E-59
47	HAM	2.960502208121207352296652685E-29
48	SPAM	0.7588879816493808366731293871
49	HAM	3.418023095022271165534597629E-40
50	HAM	3.316823085097577537903181595E-14
51	HAM	0.1085422412011691038040468554
52	SPAM	0.5825437213333660595182027783
53	SPAM	0.9799625997615805019744415016
54	HAM	1.064129738449077741997289557E-44
55	HAM	2.692015258728127033196187343E-20
56	SPAM	0.9932063259879099386896093753
57	HAM	2.872479881221126869517880139E-13
58	SPAM	0.7419206148857913970891889656
59	SPAM	0.9999999999866950926502809059
60	HAM	2.609121371565725834253329926E-9
61	HAM	7.011339855171826003173607118E-34
62	HAM	3.450247226480629824871723683E-13
63	SPAM	0.9998658749177188279244459979
64	HAM	1.765245107802228486999156227E-51
65	HAM	9.847888977674775023673090815E-26
66	HAM	5.681428949863411876335960887E-75
67	HAM	3.404307213195020589236418536E-15
68	HAM	2.030117352943809404122648232E-30
69	HAM	2.013258647339998832975850045E-28
70	SPAM	0.9999999999504075086447380096
71	HAM	3.718607609445940216790294325E-69
72	HAM	2.441822437724238605984866386E-23
73	HAM	0.02667800314090591829650490367
74	HAM	8.001732141049600485765777824E-28
75	HAM	1.424215918070899463908308109E-21
76	SPAM	0.6628936343960087730460418319
77	SPAM	0.9999999999342840090119429581
78	HAM	1.325093360858386682350488930E-19
79	HAM	1.818857132418206870393849526E-26
80	HAM	4.242527476813923207600091133E-29
81	HAM	8.983256695573943392109968136E-55
82	HAM	2.838079982570977350376470094E-8
83	HAM	5.393769956942184425347839761E-49
84	HAM	7.492329383319393394444499586E-40
85	SPAM	0.7780370663028028633180629657
86	HAM	1.324652020065439946567128485E-53
87	HAM	9.739837646252718128811747068E-41
88	HAM	6.019824405212275803825635918E-17
89	SPAM	0.9976182747611880225479215226
90	HAM	0.1062901093235476765642594212
91	SPAM	0.9999147031192057038181713035
92	SPAM	0.9996928731149134422203689355
93	HAM	0.01364225237503219653117365443
94	HAM	5.353566537420643845540490110E-54
95	HAM	1.929004533739331585272085537E-27
96	HAM	2.399174918303604532535693726E-17
97	SPAM	0.9999741528004691909507245855
98	SPAM	0.9825470659076380574133336703
